blast2go_go_id,blast2go_go_name
F:GO:0008144,F:drug binding
C:GO:0032993,C:protein-DNA complex
P:GO:0042493,P:response to drug
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
,
F:GO:0000166,F:nucleotide binding
F:GO:0003883,F:CTP synthase activity
F:GO:0005524,F:ATP binding
P:GO:0006221,P:pyrimidine nucleotide biosynthetic process
P:GO:0006241,P:CTP biosynthetic process
P:GO:0006541,P:glutamine metabolic process
F:GO:0016874,F:ligase activity
P:GO:0044210,P:'de novo' CTP biosynthetic process
F:GO:0046872,F:metal ion binding
P:GO:0006807,P:nitrogen compound metabolic process
P:GO:0044238,P:primary metabolic process
P:GO:0044249,P:cellular biosynthetic process
P:GO:1901576,P:organic substance biosynthetic process
P:GO:0006000,P:fructose metabolic process
F:GO:0016614,"F:oxidoreductase activity, acting on CH-OH group of donors"
F:GO:0016725,"F:oxidoreductase activity, acting on CH or CH2 groups"
P:GO:0019439,P:aromatic compound catabolic process
C:GO:0044425,C:membrane part
F:GO:0046872,F:metal ion binding
P:GO:0055114,P:oxidation-reduction process
C:GO:0005886,C:plasma membrane
F:GO:0033717,F:gluconate 2-dehydrogenase (acceptor) activity
F:GO:0050660,F:flavin adenine dinucleotide binding
P:GO:0055114,P:oxidation-reduction process
C:GO:0005886,C:plasma membrane
C:GO:0016020,C:membrane
F:GO:0016491,F:oxidoreductase activity
F:GO:0033717,F:gluconate 2-dehydrogenase (acceptor) activity
P:GO:0055114,P:oxidation-reduction process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0006811,P:ion transport
C:GO:0009526,C:plastid envelope
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
C:GO:0016020,C:membrane
C:GO:0044434,C:chloroplast part
P:GO:0050896,P:response to stimulus
P:GO:0005996,P:monosaccharide metabolic process
C:GO:0009536,C:plastid
P:GO:0016052,P:carbohydrate catabolic process
F:GO:0016773,"F:phosphotransferase activity, alcohol group as acceptor"
F:GO:0019200,F:carbohydrate kinase activity
P:GO:0032787,P:monocarboxylic acid metabolic process
P:GO:0044248,P:cellular catabolic process
P:GO:0044262,P:cellular carbohydrate metabolic process
P:GO:0044282,P:small molecule catabolic process
P:GO:1901576,P:organic substance biosynthetic process
,
F:GO:0003677,F:DNA binding
P:GO:0006355,"P:regulation of transcription, DNA-templated"
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0003950,F:NAD+ ADP-ribosyltransferase activity
C:GO:0032993,C:protein-DNA complex
P:GO:0045862,P:positive regulation of proteolysis
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:1900377,P:negative regulation of secondary metabolite biosynthetic process
F:GO:0046872,F:metal ion binding
P:GO:0055114,P:oxidation-reduction process
P:GO:0002049,P:pyoverdine biosynthetic process
F:GO:0016627,"F:oxidoreductase activity, acting on the CH-CH group of donors"
F:GO:0018601,F:4-nitrophenol 2-monooxygenase activity
F:GO:0042803,F:protein homodimerization activity
P:GO:0046196,P:4-nitrophenol catabolic process
F:GO:0050660,F:flavin adenine dinucleotide binding
F:GO:0052881,F:4-hydroxyphenylacetate 3-monooxygenase activity
P:GO:0055114,P:oxidation-reduction process
F:GO:0005506,F:iron ion binding
C:GO:0005737,C:cytoplasm
F:GO:0008336,F:gamma-butyrobetaine dioxygenase activity
F:GO:0016491,F:oxidoreductase activity
P:GO:0045329,P:carnitine biosynthetic process
F:GO:0046872,F:metal ion binding
F:GO:0051213,F:dioxygenase activity
P:GO:0055114,P:oxidation-reduction process
F:GO:0003824,F:catalytic activity
C:GO:0005575,C:cellular_component
P:GO:0030435,P:sporulation resulting in formation of a cellular spore
P:GO:0030476,P:ascospore wall assembly
F:GO:0005515,F:protein binding
C:GO:0005737,C:cytoplasm
P:GO:0006528,P:asparagine metabolic process
P:GO:0006629,P:lipid metabolic process
F:GO:0016787,F:hydrolase activity
P:GO:1901575,P:organic substance catabolic process
C:GO:0005886,C:plasma membrane
P:GO:0006811,P:ion transport
,
F:GO:0004148,F:dihydrolipoyl dehydrogenase activity
F:GO:0005515,F:protein binding
C:GO:0005737,C:cytoplasm
P:GO:0006096,P:glycolytic process
F:GO:0009055,F:electron transfer activity
P:GO:0009405,P:pathogenesis
P:GO:0020012,P:evasion or tolerance of host immune response
P:GO:0022900,P:electron transport chain
P:GO:0045454,P:cell redox homeostasis
F:GO:0050660,F:flavin adenine dinucleotide binding
F:GO:0005515,F:protein binding
C:GO:0005739,C:mitochondrion
P:GO:0006096,P:glycolytic process
F:GO:0016407,F:acetyltransferase activity
F:GO:0016417,F:S-acyltransferase activity
F:GO:0031405,F:lipoic acid binding
C:GO:0043005,C:neuron projection
F:GO:0043754,F:dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity
P:GO:0050896,P:response to stimulus
P:GO:0051094,P:positive regulation of developmental process
P:GO:0051240,P:positive regulation of multicellular organismal process
P:GO:2000026,P:regulation of multicellular organismal development
F:GO:0003826,F:alpha-ketoacid dehydrogenase activity
F:GO:0003863,F:3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
F:GO:0005515,F:protein binding
C:GO:0005947,C:mitochondrial alpha-ketoglutarate dehydrogenase complex
P:GO:0007584,P:response to nutrient
P:GO:0009083,P:branched-chain amino acid catabolic process
P:GO:0009646,P:response to absence of light
P:GO:0009744,P:response to sucrose
P:GO:0043617,P:cellular response to sucrose starvation
F:GO:0044877,F:protein-containing complex binding
P:GO:0051384,P:response to glucocorticoid
P:GO:0051591,P:response to cAMP
P:GO:0055114,P:oxidation-reduction process
F:GO:0003826,F:alpha-ketoacid dehydrogenase activity
F:GO:0003863,F:3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity
F:GO:0005488,F:binding
C:GO:0005759,C:mitochondrial matrix
P:GO:0009083,P:branched-chain amino acid catabolic process
P:GO:0014070,P:response to organic cyclic compound
P:GO:0031667,P:response to nutrient levels
C:GO:0032991,C:protein-containing complex
P:GO:0055114,P:oxidation-reduction process
P:GO:1901700,P:response to oxygen-containing compound
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
C:GO:0005829,C:cytosol
P:GO:0009093,P:cysteine catabolic process
P:GO:0009098,P:leucine biosynthetic process
C:GO:0032993,C:protein-DNA complex
F:GO:0042802,F:identical protein binding
P:GO:0043201,P:response to leucine
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:2000144,"P:positive regulation of DNA-templated transcription, initiation"
,
F:GO:0003677,F:DNA binding
F:GO:0003916,F:DNA topoisomerase activity
F:GO:0003917,F:DNA topoisomerase type I activity
P:GO:0006265,P:DNA topological change
F:GO:0016853,F:isomerase activity
C:GO:0019012,C:virion
C:GO:0005886,C:plasma membrane
P:GO:0006694,P:steroid biosynthetic process
P:GO:0006707,P:cholesterol catabolic process
F:GO:0047571,F:3-oxosteroid 1-dehydrogenase activity
,
C:GO:0016020,C:membrane
P:GO:0016043,P:cellular component organization
P:GO:0065008,P:regulation of biological quality
P:GO:0071702,P:organic substance transport
,
F:GO:0000287,F:magnesium ion binding
F:GO:0004373,F:glycogen (starch) synthase activity
C:GO:0005886,C:plasma membrane
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0005977,P:glycogen metabolic process
P:GO:0005978,P:glycogen biosynthetic process
P:GO:0006629,P:lipid metabolic process
F:GO:0008375,F:acetylglucosaminyltransferase activity
P:GO:0008654,P:phospholipid biosynthetic process
P:GO:0009103,P:lipopolysaccharide biosynthetic process
P:GO:0009243,P:O antigen biosynthetic process
P:GO:0010125,P:mycothiol biosynthetic process
C:GO:0016020,C:membrane
F:GO:0016740,F:transferase activity
F:GO:0016757,"F:transferase activity, transferring glycosyl groups"
F:GO:0043750,F:phosphatidylinositol alpha-mannosyltransferase activity
P:GO:0046488,P:phosphatidylinositol metabolic process
F:GO:0046872,F:metal ion binding
F:GO:0102710,F:D-inositol-3-phosphate glycosyltransferase activity
F:GO:0000030,F:mannosyltransferase activity
F:GO:0000287,F:magnesium ion binding
F:GO:0004377,"F:GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity"
C:GO:0005886,C:plasma membrane
P:GO:0006629,P:lipid metabolic process
P:GO:0008654,P:phospholipid biosynthetic process
P:GO:0009103,P:lipopolysaccharide biosynthetic process
P:GO:0009244,P:lipopolysaccharide core region biosynthetic process
P:GO:0009247,P:glycolipid biosynthetic process
P:GO:0009405,P:pathogenesis
C:GO:0016020,C:membrane
F:GO:0016740,F:transferase activity
F:GO:0016757,"F:transferase activity, transferring glycosyl groups"
F:GO:0043750,F:phosphatidylinositol alpha-mannosyltransferase activity
P:GO:0046488,P:phosphatidylinositol metabolic process
P:GO:0097502,P:mannosylation
,
F:GO:0000287,F:magnesium ion binding
F:GO:0008375,F:acetylglucosaminyltransferase activity
P:GO:0010125,P:mycothiol biosynthetic process
F:GO:0016740,F:transferase activity
F:GO:0016757,"F:transferase activity, transferring glycosyl groups"
F:GO:0046872,F:metal ion binding
F:GO:0102710,F:D-inositol-3-phosphate glycosyltransferase activity
F:GO:0000166,F:nucleotide binding
P:GO:0000271,P:polysaccharide biosynthetic process
F:GO:0004713,F:protein tyrosine kinase activity
F:GO:0005351,F:carbohydrate:proton symporter activity
F:GO:0005524,F:ATP binding
C:GO:0005886,C:plasma membrane
P:GO:0009103,P:lipopolysaccharide biosynthetic process
P:GO:0009405,P:pathogenesis
P:GO:0015774,P:polysaccharide transport
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0016301,F:kinase activity
P:GO:0016310,P:phosphorylation
F:GO:0016740,F:transferase activity
P:GO:0018108,P:peptidyl-tyrosine phosphorylation
P:GO:0034219,P:carbohydrate transmembrane transport
P:GO:0045226,P:extracellular polysaccharide biosynthetic process
P:GO:1902600,P:proton transmembrane transport
P:GO:0000271,P:polysaccharide biosynthetic process
P:GO:0006811,P:ion transport
P:GO:0008643,P:carbohydrate transport
C:GO:0009279,C:cell outer membrane
P:GO:0009405,P:pathogenesis
F:GO:0015159,F:polysaccharide transmembrane transporter activity
F:GO:0015288,F:porin activity
P:GO:0015774,P:polysaccharide transport
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0046930,C:pore complex
P:GO:0055085,P:transmembrane transport
P:GO:0033692,P:cellular polysaccharide biosynthetic process
F:GO:0004475,F:mannose-1-phosphate guanylyltransferase activity
F:GO:0004476,F:mannose-6-phosphate isomerase activity
P:GO:0006972,P:hyperosmotic response
P:GO:0009242,P:colanic acid biosynthetic process
P:GO:0042121,P:alginic acid biosynthetic process
C:GO:0005886,C:plasma membrane
P:GO:0009242,P:colanic acid biosynthetic process
P:GO:0009243,P:O antigen biosynthetic process
P:GO:0018279,P:protein N-linked glycosylation via asparagine
F:GO:0089702,F:undecaprenyl-phosphate glucose phosphotransferase activity
,
C:GO:0005829,C:cytosol
P:GO:0009407,P:toxin catabolic process
F:GO:0016787,F:hydrolase activity
F:GO:0019875,F:6-aminohexanoate-dimer hydrolase activity
P:GO:0019876,P:nylon catabolic process
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001216,"F:bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding"
P:GO:0009372,P:quorum sensing
C:GO:0032993,C:protein-DNA complex
P:GO:0043902,P:positive regulation of multi-organism process
P:GO:0044119,P:growth of symbiont in host cell
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
,
,
,
P:GO:0009987,P:cellular process
,
,
F:GO:0003824,F:catalytic activity
P:GO:0039684,P:rolling circle single-stranded viral DNA replication
,
,
,
,
,
,
,
F:GO:0000166,F:nucleotide binding
F:GO:0005524,F:ATP binding
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0033644,C:host cell membrane
,
,
F:GO:0003824,F:catalytic activity
P:GO:0039684,P:rolling circle single-stranded viral DNA replication
,
,
,
,
,
,
,
F:GO:0000166,F:nucleotide binding
F:GO:0005524,F:ATP binding
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0033644,C:host cell membrane
,
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0006355,"P:regulation of transcription, DNA-templated"
F:GO:0043565,F:sequence-specific DNA binding
F:GO:0003824,F:catalytic activity
P:GO:0039684,P:rolling circle single-stranded viral DNA replication
,
,
,
,
,
,
F:GO:0000166,F:nucleotide binding
F:GO:0005524,F:ATP binding
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0033644,C:host cell membrane
,
,
F:GO:0003824,F:catalytic activity
P:GO:0039684,P:rolling circle single-stranded viral DNA replication
,
,
,
,
,
,
,
F:GO:0000166,F:nucleotide binding
F:GO:0005524,F:ATP binding
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0033644,C:host cell membrane
,
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0006144,P:purine nucleobase metabolic process
P:GO:0019608,P:nicotine catabolic process
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0009820,P:alkaloid metabolic process
P:GO:0044249,P:cellular biosynthetic process
P:GO:0044550,P:secondary metabolite biosynthetic process
P:GO:1901576,P:organic substance biosynthetic process
C:GO:0044424,C:intracellular part
C:GO:0016020,C:membrane
C:GO:0071944,C:cell periphery
,
,
,
C:GO:0005737,C:cytoplasm
C:GO:0005739,C:mitochondrion
C:GO:0005743,C:mitochondrial inner membrane
C:GO:0005747,C:mitochondrial respiratory chain complex I
C:GO:0005886,C:plasma membrane
F:GO:0008115,F:sarcosine oxidase activity
P:GO:0009447,P:putrescine catabolic process
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0016491,F:oxidoreductase activity
P:GO:0032981,P:mitochondrial respiratory chain complex I assembly
P:GO:0046653,P:tetrahydrofolate metabolic process
F:GO:0046872,F:metal ion binding
F:GO:0050622,F:glycine dehydrogenase (cyanide-forming) activity
F:GO:0051536,F:iron-sulfur cluster binding
F:GO:0051537,"F:2 iron, 2 sulfur cluster binding"
P:GO:0055114,P:oxidation-reduction process
C:GO:0070469,C:respirasome
C:GO:0005886,C:plasma membrane
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0003677,F:DNA binding
P:GO:0006351,"P:transcription, DNA-templated"
F:GO:0004499,"F:N,N-dimethylaniline monooxygenase activity"
C:GO:0005618,C:cell wall
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
F:GO:0008144,F:drug binding
P:GO:0010447,P:response to acidic pH
P:GO:0017144,P:drug metabolic process
F:GO:0033776,F:phenylacetone monooxygenase activity
P:GO:0043448,P:alkane catabolic process
P:GO:0044119,P:growth of symbiont in host cell
P:GO:0055114,P:oxidation-reduction process
F:GO:0070402,F:NADPH binding
F:GO:0071949,F:FAD binding
P:GO:0006725,P:cellular aromatic compound metabolic process
P:GO:0006807,P:nitrogen compound metabolic process
P:GO:0017144,P:drug metabolic process
P:GO:0044281,P:small molecule metabolic process
F:GO:0052689,F:carboxylic ester hydrolase activity
P:GO:1901360,P:organic cyclic compound metabolic process
F:GO:0000287,F:magnesium ion binding
F:GO:0004022,F:alcohol dehydrogenase (NAD) activity
F:GO:0008270,F:zinc ion binding
F:GO:0008743,F:L-threonine 3-dehydrogenase activity
P:GO:0015945,P:methanol metabolic process
P:GO:0019317,P:fucose catabolic process
P:GO:0042844,P:glycol metabolic process
P:GO:0044237,P:cellular metabolic process
C:GO:0044444,C:cytoplasmic part
P:GO:0046164,P:alcohol catabolic process
F:GO:0047516,"F:1,3-propanediol dehydrogenase activity"
F:GO:0050093,F:methanol dehydrogenase activity
P:GO:0055114,P:oxidation-reduction process
P:GO:1901565,P:organonitrogen compound catabolic process
P:GO:1901576,P:organic substance biosynthetic process
P:GO:0003333,P:amino acid transmembrane transport
C:GO:0005773,C:vacuole
C:GO:0005886,C:plasma membrane
P:GO:0006974,P:cellular response to DNA damage stimulus
P:GO:0009447,P:putrescine catabolic process
F:GO:0015171,F:amino acid transmembrane transporter activity
F:GO:0015295,F:solute:proton symporter activity
F:GO:0015489,F:putrescine transmembrane transporter activity
P:GO:0015807,P:L-amino acid transport
P:GO:0015847,P:putrescine transport
C:GO:0031090,C:organelle membrane
C:GO:0044446,C:intracellular organelle part
P:GO:0048870,P:cell motility
P:GO:0098655,P:cation transmembrane transport
C:GO:0005829,C:cytosol
P:GO:0009447,P:putrescine catabolic process
F:GO:0019145,F:aminobutyraldehyde dehydrogenase activity
F:GO:0033737,F:1-pyrroline dehydrogenase activity
F:GO:0042802,F:identical protein binding
F:GO:0051287,F:NAD binding
P:GO:0055114,P:oxidation-reduction process
F:GO:0008483,F:transaminase activity
P:GO:0009058,P:biosynthetic process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0032787,P:monocarboxylic acid metabolic process
C:GO:0043229,C:intracellular organelle
P:GO:0044248,P:cellular catabolic process
C:GO:0044444,C:cytoplasmic part
P:GO:1901575,P:organic substance catabolic process
,
C:GO:0005887,C:integral component of plasma membrane
P:GO:0006847,P:plasma membrane acetate transport
F:GO:0015123,F:acetate transmembrane transporter activity
F:GO:0015654,F:tellurite transmembrane transporter activity
P:GO:0015710,P:tellurite transport
F:GO:0043879,F:glycolate transmembrane transporter activity
C:GO:0005886,C:plasma membrane
F:GO:0003987,F:acetate-CoA ligase activity
C:GO:0005777,C:peroxisome
P:GO:0006083,P:acetate metabolic process
P:GO:0006097,P:glyoxylate cycle
F:GO:0018858,F:benzoate-CoA ligase activity
P:GO:0019605,P:butyrate metabolic process
P:GO:0019761,P:glucosinolate biosynthetic process
F:GO:0047760,F:butyrate-CoA ligase activity
F:GO:0050218,F:propionate-CoA ligase activity
F:GO:0000166,F:nucleotide binding
F:GO:0004090,F:carbonyl reductase (NADPH) activity
P:GO:0006631,P:fatty acid metabolic process
P:GO:0006796,P:phosphate-containing compound metabolic process
P:GO:0019321,P:pentose metabolic process
P:GO:0019637,P:organophosphate metabolic process
P:GO:0019698,P:D-galacturonate catabolic process
F:GO:0033764,"F:steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
F:GO:0042802,F:identical protein binding
P:GO:0042840,P:D-glucuronate catabolic process
C:GO:0043227,C:membrane-bounded organelle
F:GO:0043621,F:protein self-association
C:GO:0044444,C:cytoplasmic part
C:GO:0044446,C:intracellular organelle part
F:GO:0050662,F:coenzyme binding
P:GO:0051262,P:protein tetramerization
P:GO:0055114,P:oxidation-reduction process
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0004466,F:long-chain-acyl-CoA dehydrogenase activity
C:GO:0005634,C:nucleus
P:GO:0006635,P:fatty acid beta-oxidation
P:GO:0009437,P:carnitine metabolic process
P:GO:0009725,P:response to hormone
P:GO:0031667,P:response to nutrient levels
C:GO:0031966,C:mitochondrial membrane
F:GO:0050660,F:flavin adenine dinucleotide binding
P:GO:0051791,P:medium-chain fatty acid metabolic process
C:GO:0070013,C:intracellular organelle lumen
,
F:GO:0003995,F:acyl-CoA dehydrogenase activity
C:GO:0005739,C:mitochondrion
P:GO:0008152,P:metabolic process
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0001150,F:bacterial-type RNA polymerase enhancer sequence-specific DNA binding
F:GO:0001151,"F:transcription factor activity, bacterial-type RNA polymerase transcription enhancer sequence-specific binding"
F:GO:0008073,F:ornithine decarboxylase inhibitor activity
P:GO:0010967,P:regulation of polyamine biosynthetic process
P:GO:0019752,P:carboxylic acid metabolic process
C:GO:0044464,C:cell part
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:2000142,"P:regulation of DNA-templated transcription, initiation"
,
F:GO:0005515,F:protein binding
C:GO:0016020,C:membrane
C:GO:0044464,C:cell part
C:GO:0005887,C:integral component of plasma membrane
P:GO:0009408,P:response to heat
P:GO:0006525,P:arginine metabolic process
F:GO:0016620,"F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
P:GO:0043648,P:dicarboxylic acid metabolic process
P:GO:0046395,P:carboxylic acid catabolic process
F:GO:0003824,F:catalytic activity
P:GO:0005975,P:carbohydrate metabolic process
F:GO:0016829,F:lyase activity
P:GO:0042843,P:D-xylose catabolic process
F:GO:0046872,F:metal ion binding
P:GO:0005975,P:carbohydrate metabolic process
P:GO:0009987,P:cellular process
F:GO:0016836,F:hydro-lyase activity
P:GO:0044282,P:small molecule catabolic process
F:GO:0046872,F:metal ion binding
P:GO:1901575,P:organic substance catabolic process
C:GO:0005886,C:plasma membrane
F:GO:0008509,F:anion transmembrane transporter activity
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
P:GO:0015698,P:inorganic anion transport
P:GO:0034220,P:ion transmembrane transport
P:GO:0072348,P:sulfur compound transport
F:GO:1901682,F:sulfur compound transmembrane transporter activity
P:GO:0006811,P:ion transport
F:GO:0008233,F:peptidase activity
C:GO:0009279,C:cell outer membrane
F:GO:0015267,F:channel activity
C:GO:0016021,C:integral component of membrane
C:GO:0005737,C:cytoplasm
P:GO:0008615,P:pyridoxine biosynthetic process
F:GO:0046872,F:metal ion binding
F:GO:0050570,F:4-hydroxythreonine-4-phosphate dehydrogenase activity
F:GO:0051287,F:NAD binding
P:GO:0055114,P:oxidation-reduction process
F:GO:0016787,F:hydrolase activity
P:GO:0008643,P:carbohydrate transport
C:GO:0009941,C:chloroplast envelope
P:GO:0009987,P:cellular process
C:GO:0012505,C:endomembrane system
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
C:GO:0042170,C:plastid membrane
P:GO:0050896,P:response to stimulus
P:GO:1905039,P:carboxylic acid transmembrane transport
C:GO:0030288,C:outer membrane-bounded periplasmic space
C:GO:0042597,C:periplasmic space
,
,
F:GO:0003677,F:DNA binding
C:GO:0005737,C:cytoplasm
P:GO:0006355,"P:regulation of transcription, DNA-templated"
,
P:GO:0006855,P:drug transmembrane transport
P:GO:0007154,P:cell communication
F:GO:0015075,F:ion transmembrane transporter activity
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
P:GO:0015809,P:arginine transport
F:GO:0016597,F:amino acid binding
C:GO:0042597,C:periplasmic space
P:GO:0051716,P:cellular response to stimulus
P:GO:1902475,P:L-alpha-amino acid transmembrane transport
F:GO:0000099,F:sulfur amino acid transmembrane transporter activity
P:GO:0000101,P:sulfur amino acid transport
C:GO:0005886,C:plasma membrane
P:GO:0015804,P:neutral amino acid transport
C:GO:0005886,C:plasma membrane
P:GO:0006791,P:sulfur utilization
F:GO:0015184,F:L-cystine transmembrane transporter activity
P:GO:0015811,P:L-cystine transport
C:GO:0016021,C:integral component of membrane
,
P:GO:0007165,P:signal transduction
P:GO:0009187,P:cyclic nucleotide metabolic process
P:GO:0009628,P:response to abiotic stimulus
P:GO:0010468,P:regulation of gene expression
C:GO:0016020,C:membrane
F:GO:0016772,"F:transferase activity, transferring phosphorus-containing groups"
F:GO:0016787,F:hydrolase activity
P:GO:0033554,P:cellular response to stress
P:GO:0034654,P:nucleobase-containing compound biosynthetic process
F:GO:0036094,F:small molecule binding
F:GO:0043167,F:ion binding
C:GO:0044464,C:cell part
F:GO:0097159,F:organic cyclic compound binding
F:GO:1901363,F:heterocyclic compound binding
F:GO:0005515,F:protein binding
C:GO:0005634,C:nucleus
P:GO:0006950,P:response to stress
C:GO:0009507,C:chloroplast
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0019579,P:aldaric acid catabolic process
P:GO:0042737,P:drug catabolic process
C:GO:0044446,C:intracellular organelle part
P:GO:0046487,P:glyoxylate metabolic process
P:GO:0072329,P:monocarboxylic acid catabolic process
P:GO:1901565,P:organonitrogen compound catabolic process
F:GO:0004497,F:monooxygenase activity
P:GO:0009636,P:response to toxic substance
F:GO:0016491,F:oxidoreductase activity
P:GO:0019439,P:aromatic compound catabolic process
P:GO:0055114,P:oxidation-reduction process
C:GO:0005634,C:nucleus
P:GO:0006693,P:prostaglandin metabolic process
F:GO:0008270,F:zinc ion binding
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
P:GO:0042214,P:terpene metabolic process
C:GO:0044444,C:cytoplasmic part
F:GO:0047522,F:15-oxoprostaglandin 13-oxidase activity
F:GO:0052579,"F:(+)-pulegone reductase, (+)-isomenthone as substrate, activity"
F:GO:0052580,"F:(+)-pulegone reductase, (-)-menthone as substrate, activity"
P:GO:0055114,P:oxidation-reduction process
F:GO:0070402,F:NADPH binding
P:GO:0097327,P:response to antineoplastic agent
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0005515,F:protein binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
F:GO:0004368,F:glycerol-3-phosphate dehydrogenase (quinone) activity
C:GO:0005886,C:plasma membrane
P:GO:0006072,P:glycerol-3-phosphate metabolic process
P:GO:0006520,P:cellular amino acid metabolic process
P:GO:0006725,P:cellular aromatic compound metabolic process
C:GO:0016021,C:integral component of membrane
P:GO:0034641,P:cellular nitrogen compound metabolic process
P:GO:0044282,P:small molecule catabolic process
C:GO:0044444,C:cytoplasmic part
P:GO:0046483,P:heterocycle metabolic process
F:GO:0050622,F:glycine dehydrogenase (cyanide-forming) activity
F:GO:0050660,F:flavin adenine dinucleotide binding
P:GO:0055114,P:oxidation-reduction process
P:GO:1901360,P:organic cyclic compound metabolic process
P:GO:1901575,P:organic substance catabolic process
C:GO:0005886,C:plasma membrane
F:GO:0050622,F:glycine dehydrogenase (cyanide-forming) activity
P:GO:0055114,P:oxidation-reduction process
P:GO:0071704,P:organic substance metabolic process
C:GO:0005886,C:plasma membrane
F:GO:0009055,F:electron transfer activity
P:GO:0022900,P:electron transport chain
F:GO:0046872,F:metal ion binding
F:GO:0050622,F:glycine dehydrogenase (cyanide-forming) activity
F:GO:0051537,"F:2 iron, 2 sulfur cluster binding"
P:GO:0000025,P:maltose catabolic process
F:GO:0004556,F:alpha-amylase activity
F:GO:0004558,"F:alpha-1,4-glucosidase activity"
F:GO:0004574,"F:oligo-1,6-glucosidase activity"
F:GO:0004575,F:sucrose alpha-glucosidase activity
F:GO:0005515,F:protein binding
C:GO:0005737,C:cytoplasm
P:GO:0005987,P:sucrose catabolic process
F:GO:0032450,F:maltose alpha-glucosidase activity
F:GO:0033934,"F:glucan 1,4-alpha-maltotriohydrolase activity"
F:GO:0046872,F:metal ion binding
P:GO:0001666,P:response to hypoxia
C:GO:0005618,C:cell wall
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0006520,P:cellular amino acid metabolic process
F:GO:0016746,"F:transferase activity, transferring acyl groups"
P:GO:0044249,P:cellular biosynthetic process
P:GO:0044283,P:small molecule biosynthetic process
P:GO:0052553,P:modulation by symbiont of host immune response
P:GO:1901566,P:organonitrogen compound biosynthetic process
F:GO:0004016,F:adenylate cyclase activity
P:GO:0019835,P:cytolysis
P:GO:0035821,P:modification of morphology or physiology of other organism
F:GO:0043167,F:ion binding
P:GO:0065007,P:biological regulation
P:GO:0071978,P:bacterial-type flagellum-dependent swarming motility
F:GO:0004252,F:serine-type endopeptidase activity
C:GO:0005737,C:cytoplasm
P:GO:0006508,P:proteolysis
