id_ccbh,seq_name,description,length
PA4851_17990,|PA4851_17990||glutamine--tRNA|,SYQ_PSEAEGlutamine--tRNA ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=glnS PE=1 SV=1,556
PA4851_17995,|PA4851_17995||peptidyl-prolyl|,PPIB_ECOLIPeptidyl-prolyl cis-trans isomerase B OS=Escherichia coli (strain K12) OX=83333 GN=ppiB PE=1 SV=2,165
PA4851_18000,|PA4851_18000||UDP-2_3-diacylglucosamine|,"LPXH_PSEAEUDP-2,3-diacylglucosamine hydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=lpxH PE=1 SV=1",240
PA4851_18005,|PA4851_18005||hypothetical|,---NA---,443
PA4851_18010,|PA4851_18010||hypothetical|,MIAE_SALTYtRNA-(ms[2]io,207
PA4851_18015,|PA4851_18015||hypothetical|,USPE_SHIFLUniversal stress protein E OS=Shigella flexneri OX=623 GN=uspE PE=3 SV=2,287
PA4851_18020,|PA4851_18020||hypothetical|,---NA---,155
PA4851_18025,|PA4851_18025||aconitate|,ACNB_PSEAEAconitate hydratase B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=acnB PE=3 SV=1,869
PA4851_18030,|PA4851_18030||hypothetical|,NRTC_SYNY3Nitrate transport ATP-binding protein NrtC OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=nrtC PE=3 SV=1,402
PA4851_18035,|PA4851_18035||hypothetical|,PDTAR_MYCTUProbable transcriptional regulatory protein pdtaR OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=pdtaR PE=1 SV=1,192
PA4851_18040,|PA4851_18040||hypothetical|,ALYA_KLEPNAlginate lyase OS=Klebsiella pneumoniae OX=573 GN=alyA PE=1 SV=1,231
PA4851_18045,|PA4851_18045||nitrate|,NASA_BACSUNitrate transporter OS=Bacillus subtilis (strain 168) OX=224308 GN=nasA PE=2 SV=2,403
PA4851_18050,|PA4851_18050||serine/threonine-protein|,PRKC_STAAESerine/threonine-protein kinase PrkC OS=Staphylococcus aureus (strain Newman) OX=426430 GN=prkC PE=1 SV=1,531
PA4851_18060,|PA4851_18060||assimilatory|,NASD_BACSUNitrite reductase,816
PA4851_18065,|PA4851_18065||assimilatory|,NASE_BACSUAssimilatory nitrite reductase,108
PA4851_18070,|PA4851_18070||assimilatory|,NASA_KLEOXNitrate reductase OS=Klebsiella oxytoca OX=571 GN=nasA PE=2 SV=2,908
PA4851_18075,|PA4851_18075||uroporphyrin-III|,SUMT_PSEAEUroporphyrinogen-III C-methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cobA PE=3 SV=1,245
PA4851_18080,|PA4851_18080||outer|,PORF_PSEAEOuter membrane porin F OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=oprF PE=1 SV=1,350
PA4851_18085,|PA4851_18085||RNA|,SIGW_BACSUECF RNA polymerase sigma factor SigW OS=Bacillus subtilis (strain 168) OX=224308 GN=sigW PE=1 SV=1,165
PA4851_18090,|PA4851_18090||hypothetical|,Y812_AQUAEUncharacterized MscS family protein aq_812 OS=Aquifex aeolicus (strain VF5) OX=224324 GN=aq_812 PE=3 SV=1,274
PA4851_18095,|PA4851_18095||hypothetical|,---NA---,84
PA4851_18100,|PA4851_18100||transporter||COORDINATES_|,ZNTB_PECASZinc transport protein ZntB OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=zntB PE=3 SV=1,332
PA4851_18105,|PA4851_18105||ribonuclease|,RRAAH_PSEAEPutative 4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1772 PE=1 SV=1,162
PA4851_18110,|PA4851_18110||hydrolase||COORDINATES_|,LIP2_ARATHTriacylglycerol lipase 2 OS=Arabidopsis thaliana OX=3702 GN=LIP2 PE=2 SV=1,336
PA4851_18115,|PA4851_18115||phosphoenolpyruvate|,PPSA_PSEABPhosphoenolpyruvate synthase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=ppsA PE=1 SV=1,791
PA4851_18120,|PA4851_18120||phosphoenolpyruvate|,PSRP_PSEAEPutative phosphoenolpyruvate synthase regulatory protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1769 PE=3 SV=1,274
PA4851_18125,|PA4851_18125||hypothetical|,RIMK_SHEPAProbable alpha-L-glutamate ligase OS=Shewanella pealeana (strain ATCC 700345 / ANG-SQ1) OX=398579 GN=rimK PE=3 SV=1,179
PA4851_18130,|PA4851_18130||hypothetical|,---NA---,508
PA4851_18135,|PA4851_18135||hypothetical|,---NA---,327
PA4851_18140,|PA4851_18140||hypothetical|,---NA---,395
PA4851_18145,|PA4851_18145||hypothetical|,FADL_ECOL6Long-chain fatty acid transport protein OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=fadL PE=3 SV=2,532
PA4851_18150,|PA4851_18150||hypothetical|,---NA---,341
PA4851_18155,|PA4851_18155||hypothetical|,LAGD_LACLLLactococcin-G-processing and transport ATP-binding protein LagD OS=Lactococcus lactis subsp. lactis OX=1360 GN=lagD PE=1 SV=1,253
PA4851_18160,|PA4851_18160||hypothetical|,---NA---,145
PA4851_18165,|PA4851_18165||transcriptional|,MALT_YERPYHTH-type transcriptional regulator MalT OS=Yersinia pseudotuberculosis serotype O:3 (strain YPIII) OX=502800 GN=malT PE=3 SV=1,907
PA4851_18170,|PA4851_18170||transcriptional|,MALT_VIBVYHTH-type transcriptional regulator MalT OS=Vibrio vulnificus (strain YJ016) OX=196600 GN=malT PE=3 SV=1,901
PA4851_18175,|PA4851_18175||para-aminobenzoate|,PABB_KLEAEAminodeoxychorismate synthase component 1 OS=Klebsiella aerogenes OX=548 GN=pabB PE=3 SV=1,453
PA4851_18180,|PA4851_18180||phosphoserine|,THRH_PSEAEPhosphoserine phosphatase ThrH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=thrH PE=1 SV=1,205
PA4851_18185,|PA4851_18185||phosphoadenosine|,CYSH_PSEABPhosphoadenosine phosphosulfate reductase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=cysH PE=3 SV=1,267
PA4851_18190,|PA4851_18190||hypothetical|,---NA---,115
PA4851_18195,|PA4851_18195||transcriptional|,CYSB_SALTYHTH-type transcriptional regulator CysB OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=cysB PE=1 SV=1,324
PA4851_18200,|PA4851_18200||hypothetical|,USPA_YERPEUniversal stress protein A OS=Yersinia pestis OX=632 GN=uspA PE=3 SV=3,165
PA4851_18205,|PA4851_18205||2-dehydropantoate|,PANE_NOSS1Putative 2-dehydropantoate 2-reductase OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=all1319 PE=3 SV=1,315
PA4851_18210,|PA4851_18210||hypothetical|,---NA---,125
PA4851_18215,|PA4851_18215||phospho-2-dehydro-3-deoxyheptonate|,"AROF_SALTYPhospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=aroF PE=3 SV=1",358
PA4851_18220,|PA4851_18220||hypothetical|,---NA---,161
PA4851_18225,|PA4851_18225||enoyl-CoA|,"ECI1_MOUSEEnoyl-CoA delta isomerase 1, mitochondrial OS=Mus musculus OX=10090 GN=Eci1 PE=1 SV=2",229
PA4851_18230,|PA4851_18230||hypothetical|,---NA---,62
PA4851_18235,|PA4851_18235||hypothetical|,---NA---,168
PA4851_18240,|PA4851_18240||hypothetical|,---NA---,162
PA4851_18245,|PA4851_18245||hypothetical|,---NA---,72
PA4851_18250,|PA4851_18250||hypothetical|,---NA---,79
PA4851_18255,|PA4851_18255||amidotransferase||COORDINATES_|,GGP3_ARATHGamma-glutamyl peptidase 3 OS=Arabidopsis thaliana OX=3702 GN=GGP3 PE=1 SV=1,240
PA4851_18260,|PA4851_18260||hypothetical|,PGES2_MOUSEProstaglandin E synthase 2 OS=Mus musculus OX=10090 GN=Ptges2 PE=1 SV=3,123
PA4851_18265,|PA4851_18265||hypothetical|,---NA---,332
PA4851_18270,|PA4851_18270||oxidoreductase||COORDINATES_|,YAJO_ECOLI1-deoxyxylulose-5-phosphate synthase YajO OS=Escherichia coli (strain K12) OX=83333 GN=yajO PE=1 SV=2,323
PA4851_18275,|PA4851_18275||transcriptional|,OPRR_PSEAEPutative transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA2220 PE=4 SV=2,304
PA4851_18280,|PA4851_18280||3-hydroxyacyl-CoA|,FADJ_ECOHSFatty acid oxidation complex subunit alpha OS=Escherichia coli O9:H4 (strain HS) OX=331112 GN=fadJ PE=3 SV=1,714
PA4851_18285,|PA4851_18285||acetyl-CoA|,Y0859_MYCTUPutative acyltransferase Rv0859 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=fadA PE=1 SV=1,401
PA4851_18290,|PA4851_18290||hypothetical|,Y1382_METTHUncharacterized transporter MTH_1382 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_1382 PE=3 SV=1,295
PA4851_18295,|PA4851_18295||hypothetical|,COX2_BACPECytochrome c oxidase subunit 2 OS=Bacillus pseudofirmus (strain OF4) OX=398511 GN=ctaC PE=1 SV=1,273
PA4851_18300,|PA4851_18300||hypothetical|,---NA---,243
PA4851_18305,|PA4851_18305||hypothetical|,TGPA_PSEAEProtein-glutamine gamma-glutamyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tgpA PE=1 SV=1,266
PA4851_18310,|PA4851_18310||hypothetical|,Y2567_MYCTUUncharacterized protein Rv2567 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2567 PE=1 SV=1,317
PA4851_18315,|PA4851_18315||hypothetical|,GCS22_FRACCPutative glutamate--cysteine ligase 2-2 OS=Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3) OX=106370 GN=Francci3_2911 PE=3 SV=1,470
PA4851_18320,|PA4851_18320||glutamine|,YFEJ_SALTYPutative glutamine amidotransferase-like protein YfeJ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=yfeJ PE=4 SV=2,232
PA4851_18325,|PA4851_18325||hypothetical|,---NA---,113
PA4851_18330,|PA4851_18330||signaling|,Y1727_PSEAEUncharacterized signaling protein PA1727 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1727 PE=1 SV=1,685
PA4851_18335,|PA4851_18335||beta-glucosidase||COORDINATES_|,BGLX_SALTYPeriplasmic beta-glucosidase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=bglX PE=3 SV=2,764
PA4851_18340,|PA4851_18340||type|,YSCL_YERPSYop proteins translocation protein L OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscL PE=2 SV=1,214
PA4851_18350,|PA4851_18350||type|,YSCJ_YERENYop proteins translocation lipoprotein J OS=Yersinia enterocolitica OX=630 GN=yscJ PE=2 SV=1,248
PA4851_18355,|PA4851_18355||type|,YSCI_YERENYop proteins translocation protein I OS=Yersinia enterocolitica OX=630 GN=yscI PE=2 SV=1,112
PA4851_18360,|PA4851_18360||type|,YSCH_YERENYop proteins translocation protein H OS=Yersinia enterocolitica OX=630 GN=yscH PE=1 SV=1,143
PA4851_18365,|PA4851_18365||type|,PSCG_PSEAEType III export protein PscG OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pscG PE=1 SV=1,115
PA4851_18370,|PA4851_18370||type|,PSCF_PSEAEType III export protein PscF OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pscF PE=1 SV=3,85
PA4851_18375,|PA4851_18375||type|,PSCE_PSEAEType III export protein PscE OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pscE PE=1 SV=1,67
PA4851_18380,|PA4851_18380||type|,YSCD_YERENYop proteins translocation protein D OS=Yersinia enterocolitica OX=630 GN=yscD PE=1 SV=1,432
PA4851_18385,|PA4851_18385||type|,YSCC_YERENYop proteins translocation protein C OS=Yersinia enterocolitica OX=630 GN=yscC PE=1 SV=1,600
PA4851_18390,|PA4851_18390||type|,YSCB_YERENChaperone protein YscB OS=Yersinia enterocolitica OX=630 GN=yscB PE=1 SV=1,140
PA4851_18395,|PA4851_18395||hypothetical|,---NA---,276
PA4851_18400,|PA4851_18400||exoenzyme|,EXSA_PSEAEExoenzyme S synthesis regulatory protein ExsA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=exsA PE=1 SV=2,278
PA4851_18405,|PA4851_18405||exoenzyme|,EXSB_PSEAEExoenzyme S synthesis protein B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=exsB PE=1 SV=2,137
PA4851_18410,|PA4851_18410||hypothetical|,---NA---,81
PA4851_18415,|PA4851_18415||exoenzyme|,EXSC_PSEAEExoenzyme S synthesis protein C OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=exsC PE=1 SV=1,145
PA4851_18420,|PA4851_18420||translocator|,YOPD_YERENProtein YopD OS=Yersinia enterocolitica OX=630 GN=yopD PE=1 SV=1,295
PA4851_18425,|PA4851_18425||translocator|,YOPB_YERPSProtein YopB OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yopB PE=1 SV=1,390
PA4851_18430,|PA4851_18430||CesD/SycD/LcrH|,LCRH_YERPSLow calcium response locus protein H OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=lcrH PE=3 SV=1,168
PA4851_18435,|PA4851_18435||type|,LCRV_YERPSVirulence-associated V antigen OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=lcrV PE=4 SV=1,294
PA4851_18440,|PA4851_18440||type|,LCRG_YERPSLow calcium response locus protein G OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=lcrG PE=4 SV=1,98
PA4851_18445,|PA4851_18445||transcriptional|,LCRR_YERPSLow calcium response locus protein R OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=lcrR PE=4 SV=1,144
PA4851_18450,|PA4851_18450||type|,LCRD_YERENLow calcium response locus protein D OS=Yersinia enterocolitica OX=630 GN=lcrD PE=3 SV=1,706
PA4851_18455,|PA4851_18455||hypothetical|,YSCY_YERPEChaperone protein YscY OS=Yersinia pestis OX=632 GN=yscY PE=1 SV=1,109
PA4851_18460,|PA4851_18460||hypothetical|,YSCX_YERPEYop proteins translocation protein X OS=Yersinia pestis OX=632 GN=yscX PE=1 SV=1,121
PA4851_18465,|PA4851_18465||hypothetical|,SYCN_YERENChaperone protein SycN OS=Yersinia enterocolitica OX=630 GN=sycN PE=1 SV=1,123
PA4851_18470,|PA4851_18470||hypothetical|,TYEA_YERPSProtein TyeA OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=tyeA PE=3 SV=1,92
PA4851_18475,|PA4851_18475||type|,YOPN_YERPEOuter membrane protein YopN OS=Yersinia pestis OX=632 GN=yopN PE=1 SV=2,288
PA4851_18480,|PA4851_18480||type|,YSCN_YERENProbable ATP synthase YscN OS=Yersinia enterocolitica OX=630 GN=yscN PE=1 SV=1,440
PA4851_18485,|PA4851_18485||translocation|,YSCO_YERPSYop proteins translocation protein O OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscO PE=1 SV=2,158
PA4851_18490,|PA4851_18490||translocation|,YSCP_YERPEYop proteins translocation protein P OS=Yersinia pestis OX=632 GN=yscP PE=3 SV=1,362
PA4851_18495,|PA4851_18495||type|,YSCQ_YERPSYop proteins translocation protein Q OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscQ PE=1 SV=2,309
PA4851_18500,|PA4851_18500||type|,YSCR_YERPSYop proteins translocation protein R OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscR PE=3 SV=1,217
PA4851_18505,|PA4851_18505||translocation|,YSCS_YERPSYop proteins translocation protein S OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscS PE=3 SV=1,88
PA4851_18510,|PA4851_18510||translocation|,YSCT_YERPSYop proteins translocation protein T OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscT PE=3 SV=1,262
PA4851_18515,|PA4851_18515||translocation|,YSCU_YERPSYop proteins translocation protein U OS=Yersinia pseudotuberculosis serotype I (strain IP32953) OX=273123 GN=yscU PE=1 SV=1,349
PA4851_18520,|PA4851_18520||hypothetical|,YQGS_BACSULipoteichoic acid synthase-like YqgS OS=Bacillus subtilis (strain 168) OX=224308 GN=yqgS PE=3 SV=2,700
PA4851_18525,|PA4851_18525||hypothetical|,PKND_MYCTUSerine/threonine-protein kinase PknD OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=pknD PE=1 SV=1,289
PA4851_18530,|PA4851_18530||polyamine|,SPEE1_PSEAEPolyamine aminopropyltransferase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=speE1 PE=3 SV=2,286
PA4851_18535,|PA4851_18535||DNA-3-methyladenine|,ALKA_MYCTUProbable bifunctional transcriptional activator/DNA repair enzyme AlkA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=alkA PE=1 SV=1,297
PA4851_18540,|PA4851_18540||enolase-phosphatase||COORDINATES_|,MTNC_PSEA8Enolase-phosphatase E1 OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=mtnC PE=3 SV=1,248
PA4851_18545,|PA4851_18545||acireductone|,MTND_PSEAEAcireductone dioxygenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=mtnD PE=3 SV=1,181
PA4851_18550,|PA4851_18550||methylthioribulose-1-phosphate|,MTNB_PSEAEMethylthioribulose-1-phosphate dehydratase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=mtnB PE=3 SV=1,205
PA4851_18555,|PA4851_18555||MFS|,HCAT_ECOLIProbable 3-phenylpropionic acid transporter OS=Escherichia coli (strain K12) OX=83333 GN=hcaT PE=1 SV=2,383
PA4851_18560,|PA4851_18560||chorismate|,AROC_PSEAEChorismate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=aroC PE=3 SV=1,363
PA4851_18565,|PA4851_18565||hypothetical|,ESTD_THEMAEsterase EstD OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=estD PE=1 SV=1,327
PA4851_18570,|PA4851_18570||hypothetical|,---NA---,259
PA4851_18575,|PA4851_18575||50S|,PRMB_PSEAE50S ribosomal protein L3 glutamine methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=prmB PE=3 SV=1,304
PA4851_18580,|PA4851_18580||hypothetical|,YDDQ_BACSUUncharacterized isochorismatase family protein YddQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yddQ PE=3 SV=1,198
PA4851_18585,|PA4851_18585||hypothetical|,---NA---,106
PA4851_18590,|PA4851_18590||hypothetical|,Y2166_ALISLUPF0115 protein VSAL_I2166 OS=Aliivibrio salmonicida (strain LFI1238) OX=316275 GN=VSAL_I2166 PE=3 SV=1,185
PA4851_18595,|PA4851_18595||GTP|,GCH12_PSEAEGTP cyclohydrolase 1 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=folE2 PE=3 SV=1,181
PA4851_18600,|PA4851_18600||bacteriohemerythrin||COORDINATES_|,HEMTB_PSEAEBacteriohemerythrin OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1673 PE=3 SV=1,153
PA4851_18605,|PA4851_18605||hypothetical|,---NA---,126
PA4851_18610,|PA4851_18610||serine-threonine|,PKAA_STRCOSerine/threonine-protein kinase PkaA OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) OX=100226 GN=pkaA PE=3 SV=1,329
PA4851_18615,|PA4851_18615||serine/threonine|,PRPC_BACSUProtein phosphatase PrpC OS=Bacillus subtilis (strain 168) OX=224308 GN=prpC PE=1 SV=1,242
PA4851_18620,|PA4851_18620||hypothetical|,---NA---,1175
PA4851_18625,|PA4851_18625||hypothetical|,---NA---,289
PA4851_18630,|PA4851_18630||hypothetical|,---NA---,443
PA4851_18635,|PA4851_18635||hypothetical|,---NA---,168
PA4851_18640,|PA4851_18640||hypothetical|,---NA---,397
PA4851_18645,|PA4851_18645||hypothetical|,---NA---,46
PA4851_18650,|PA4851_18650||transcriptional|,ZRAR_ECO57Transcriptional regulatory protein ZraR OS=Escherichia coli O157:H7 OX=83334 GN=zraR PE=3 SV=1,503
PA4851_18655,|PA4851_18655||ClpA/B-type|,CLPV1_PSEAEProtein ClpV1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=clpV1 PE=1 SV=1,877
PA4851_18660,|PA4851_18660||hypothetical|,---NA---,335
PA4851_18665,|PA4851_18665||hypothetical|,---NA---,526
PA4851_18670,|PA4851_18670||hypothetical|,---NA---,135
PA4851_18675,|PA4851_18675||hypothetical|,---NA---,491
PA4851_18680,|PA4851_18680||hypothetical|,---NA---,168
PA4851_18685,|PA4851_18685||hypothetical|,---NA---,518
PA4851_18690,|PA4851_18690||glutathione|,GSTA_RHILEProtein GstA OS=Rhizobium leguminosarum OX=384 GN=gstA PE=3 SV=1,200
PA4851_18695,|PA4851_18695||aminotransferase||COORDINATES_|,ARAT1_THELNAromatic-amino-acid aminotransferase 1 OS=Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C) OX=523849 GN=OCC_04335 PE=1 SV=1,388
PA4851_18700,|PA4851_18700||transcriptional|,PETP_RHOCBHTH-type transcriptional regulator PetP OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=petP PE=4 SV=2,158
PA4851_18705,|PA4851_18705||hypothetical|,---NA---,211
PA4851_18710,|PA4851_18710||transporter||COORDINATES_|,YDCO_ECOLIInner membrane protein YdcO OS=Escherichia coli (strain K12) OX=83333 GN=ydcO PE=1 SV=2,398
PA4851_18715,|PA4851_18715||transporter||COORDINATES_|,YOCS_BACSUUncharacterized sodium-dependent transporter YocS OS=Bacillus subtilis (strain 168) OX=224308 GN=yocS PE=3 SV=1,297
PA4851_18720,|PA4851_18720||short-chain|,Y325_THEMAUncharacterized oxidoreductase TM_0325 OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) OX=243274 GN=TM_0325 PE=3 SV=1,253
PA4851_18725,|PA4851_18725||oxidoreductase||COORDINATES_|,CURA_ECOLINADPH-dependent curcumin reductase OS=Escherichia coli (strain K12) OX=83333 GN=curA PE=1 SV=3,334
PA4851_18730,|PA4851_18730||sulfate|,Y1739_MYCTOProbable sulfate transporter MT1781 OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=MT1781 PE=3 SV=1,573
PA4851_18735,|PA4851_18735||chemotaxis|,MCPQ_PSEPKMethyl-accepting chemotaxis protein McpQ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mcpQ PE=1 SV=1,652
PA4851_18740,|PA4851_18740||hypothetical|,---NA---,135
PA4851_18745,|PA4851_18745||hypothetical|,P152_METTHProtein MTH_152 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_152 PE=1 SV=1,202
PA4851_18750,|PA4851_18750||GFA|,CENPV_MOUSECentromere protein V OS=Mus musculus OX=10090 GN=Cenpv PE=1 SV=2,115
PA4851_18755,|PA4851_18755||tRNA|,SELU_PSEAEtRNA 2-selenouridine/geranyl-2-thiouridine synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=selU PE=3 SV=1,369
PA4851_18760,|PA4851_18760||selenide_|,"SELD_PSEAESelenide, water dikinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=selD PE=3 SV=1",344
PA4851_18765,|PA4851_18765||hypothetical|,---NA---,92
PA4851_18770,|PA4851_18770||hypothetical|,Y1092_MYCBOUncharacterized NTE family protein Mb1092c OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=BQ2027_MB1092C PE=3 SV=1,345
PA4851_18775,|PA4851_18775||hypothetical|,---NA---,201
PA4851_18780,|PA4851_18780||glutaminase||COORDINATES_|,GLSA_PSEABGlutaminase OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=glsA PE=3 SV=1,302
